ensemble_id,size,positive_active_day_rate,positive_calendar_day_rate,active_days,total_return,max_dd,daily_sharpe,members
7de4db9c2df145+0011595a7d28ef,2,0.625,0.12968299711815562,72,0.02152873058711613,-0.027681989453318345,0.47581048630466416,"[""7de4db9c2df145"", ""0011595a7d28ef""]"
ba0c5d34a6d53f+e6da9b503cc726,2,0.6226415094339622,0.09510086455331412,53,0.01971280039812573,-0.018187504141027877,0.7977304695883658,"[""ba0c5d34a6d53f"", ""e6da9b503cc726""]"
7b12bcd0e19b02+6afb52531f2875+e6da9b503cc726,3,0.6216216216216216,0.13256484149855907,74,0.02310928288489622,-0.012562546689884213,1.0023691950924212,"[""7b12bcd0e19b02"", ""6afb52531f2875"", ""e6da9b503cc726""]"
7b12bcd0e19b02+0c27ea5e60af99+e6da9b503cc726,3,0.6216216216216216,0.13256484149855907,74,0.02310928288489622,-0.012562546689884213,1.0023691950924212,"[""7b12bcd0e19b02"", ""0c27ea5e60af99"", ""e6da9b503cc726""]"
7b12bcd0e19b02+6afb52531f2875+d3c6e0ebd1039b,3,0.6206896551724138,0.1037463976945245,58,0.02210538920628058,-0.020411078462301058,0.9737188398717314,"[""7b12bcd0e19b02"", ""6afb52531f2875"", ""d3c6e0ebd1039b""]"
7b12bcd0e19b02+0c27ea5e60af99+d3c6e0ebd1039b,3,0.6206896551724138,0.1037463976945245,58,0.02210538920628058,-0.020411078462301058,0.9737188398717314,"[""7b12bcd0e19b02"", ""0c27ea5e60af99"", ""d3c6e0ebd1039b""]"
78293b292523ea+fb584438b4e117+6afb52531f2875,3,0.6181818181818182,0.09798270893371758,55,0.0179288547943377,-0.0270659702998457,0.7310620312085722,"[""78293b292523ea"", ""fb584438b4e117"", ""6afb52531f2875""]"
78293b292523ea+fb584438b4e117+0c27ea5e60af99,3,0.6181818181818182,0.09798270893371758,55,0.0179288547943377,-0.0270659702998457,0.7310620312085722,"[""78293b292523ea"", ""fb584438b4e117"", ""0c27ea5e60af99""]"
78293b292523ea+6afb52531f2875+d3c6e0ebd1039b,3,0.6181818181818182,0.09798270893371758,55,0.015708032920782378,-0.030214022345869118,0.6792859983342441,"[""78293b292523ea"", ""6afb52531f2875"", ""d3c6e0ebd1039b""]"
78293b292523ea+0c27ea5e60af99+d3c6e0ebd1039b,3,0.6181818181818182,0.09798270893371758,55,0.015708032920782378,-0.030214022345869118,0.6792859983342441,"[""78293b292523ea"", ""0c27ea5e60af99"", ""d3c6e0ebd1039b""]"
ba0c5d34a6d53f+6afb52531f2875+e6da9b503cc726,3,0.6166666666666667,0.10662824207492795,60,0.014793895147314107,-0.010722178693300943,0.8687959043667018,"[""ba0c5d34a6d53f"", ""6afb52531f2875"", ""e6da9b503cc726""]"
ba0c5d34a6d53f+0c27ea5e60af99+e6da9b503cc726,3,0.6166666666666667,0.10662824207492795,60,0.014793895147314107,-0.010722178693300943,0.8687959043667018,"[""ba0c5d34a6d53f"", ""0c27ea5e60af99"", ""e6da9b503cc726""]"
0ddaafafb62640+7de4db9c2df145+0011595a7d28ef,3,0.6145833333333334,0.17002881844380405,96,0.027417634848144745,-0.021370996037847423,0.7998937394118614,"[""0ddaafafb62640"", ""7de4db9c2df145"", ""0011595a7d28ef""]"
7b12bcd0e19b02+fb584438b4e117+6afb52531f2875,3,0.6140350877192983,0.10086455331412104,57,0.024354030995861198,-0.01723120477907003,1.0302485654716422,"[""7b12bcd0e19b02"", ""fb584438b4e117"", ""6afb52531f2875""]"
7b12bcd0e19b02+fb584438b4e117+0c27ea5e60af99,3,0.6140350877192983,0.10086455331412104,57,0.024354030995861198,-0.01723120477907003,1.0302485654716422,"[""7b12bcd0e19b02"", ""fb584438b4e117"", ""0c27ea5e60af99""]"
